transaction_id,user_id,amount,timestamp,location,transaction_type,unusual_device_flag,unusual_ip_flag,unusual_location_flag,transaction_velocity,failed_transaction_count,otp_request_frequency,is_fraud,anomaly
c18ccb9a-1a2d-4724-8f5f-ac26dd301101,vchen,5819.155897,51:42.4,"(47.65914, -141.097469)",payment,1,0,0,4,1,2,1,1
f1a1f4af-a551-4a22-8e42-3d06dad7afdc,larry54,3047.816514,28:33.4,"(40.3037705, -22.453555)",payment,0,0,0,0,0,0,0,1
4d573b01-719e-4ca1-af1f-792636024d02,davistracy,4224.834816,42:50.9,"(-48.8708305, 33.363713)",payment,0,0,0,0,0,0,0,1
cbd316ff-227e-4076-b593-a6b2103a77d0,cindy67,2383.561654,53:04.9,"(18.6280095, -64.113025)",payment,0,0,0,0,0,0,0,1
e27aac1f-9423-40cc-8b4c-b26a1de5c2e4,ellistina,3659.251864,30:08.9,"(62.82995, 147.590942)",payment,0,0,0,0,0,0,0,1
1f511758-cae0-4165-ab01-1587a96159e4,andrewmiller,8572.077254,56:34.7,"(48.509185, 81.934009)",payment,0,0,0,0,0,0,0,1
566cba96-e635-46bc-b898-f4394dfa34d4,jacksonpatrick,2263.573939,39:45.1,"(-28.4377505, -178.15164)",payment,0,0,0,0,0,0,0,1
8cbafe12-85f8-4901-95d8-e42387f27263,brookezamora,1192.71062,58:07.1,"(49.104724, 158.986438)",payment,0,0,0,0,0,0,0,1
3831931b-6b71-4a24-847c-8d07f9a2a091,harringtonzachary,6055.540746,44:35.8,"(-65.591848, -91.877454)",payment,0,0,0,0,0,0,0,1
0ea3b43b-151e-41bb-8224-2887e8792841,jamessheppard,3857.844672,35:36.6,"(-40.212445, 68.843502)",payment,0,0,0,0,0,0,0,1
353066b7-fa78-4edd-b901-7a029065b118,jenniferstone,5241.573408,22:43.3,"(-53.75615, -1.373484)",payment,0,0,0,0,0,0,0,1
b8b12866-4779-4e65-bda5-2bd75fce1f7f,paul46,5781.01209,53:40.1,"(84.973153, -95.023151)",payment,0,0,0,0,0,0,0,1
2452b312-7723-4fa1-a264-eefc53059011,jennifer94,3570.397172,50:16.8,"(87.8564625, 125.532435)",payment,0,0,0,0,0,0,0,1
10843d39-3820-4216-a6ab-f268517c4a87,megan47,847.3982469,52:35.8,"(-59.304805, 105.977111)",payment,0,0,0,0,0,0,0,1
6ce70ae0-61dd-4525-a67e-9df53e29bd11,michaelallen,1629.703164,02:29.1,"(-9.082451, 21.174769)",payment,0,0,0,0,0,0,0,1
e5e4bd93-f6f4-4a32-9eab-a67b3e818a6e,obrienana,5322.582646,15:24.9,"(63.1577195, 131.208008)",payment,0,0,0,0,0,0,0,1
46f84b0a-002b-45ac-b9de-14e9f1dff8b8,sonya17,919.7807907,34:19.6,"(-3.6998485, 111.803443)",payment,0,0,0,0,0,0,0,1
6fe177f5-9571-4c08-9265-9ebf37100395,qjohnson,1994.505169,41:15.8,"(37.954848, -62.566929)",payment,0,0,0,0,0,0,0,1
00cd966a-31fa-4e3a-b30d-4fbc39f0983b,ggill,4697.984581,07:18.5,"(33.979161, 111.440511)",payment,0,0,0,0,0,0,0,1
52ec58da-8a53-408d-9980-2a0779c0fd87,ericvasquez,3949.734651,42:48.0,"(-78.1115715, 176.737352)",payment,0,0,0,0,0,0,0,1
28028652-04dd-4abb-bbb7-bbc691c016a6,smithcatherine,5796.78013,32:25.3,"(-29.8214005, 125.899459)",payment,0,0,0,0,0,0,0,1
c2493d84-d6b7-42f4-b089-2963d9d36db2,eduran,4025.181972,34:16.2,"(-55.328962, -8.267766)",payment,0,0,0,0,0,0,0,1
eb4a89bc-53c3-4f58-957f-99eb57b3f95e,spenceryoung,4550.167939,25:31.6,"(73.1948255, 5.553757)",payment,0,0,0,0,0,0,0,1
fd33f1db-5ece-436d-abd2-d9abca879b24,nhayes,2633.60732,47:32.9,"(-46.411608, -30.88394)",payment,0,0,0,0,0,0,0,1
92790a89-92ee-463d-a0b5-7814418a9406,bookersharon,4958.559214,14:14.8,"(-14.4833815, 50.540467)",payment,0,0,0,0,0,0,0,1
35a2652e-26ef-4170-b975-1212b1e65567,awarren,5411.358061,21:36.1,"(10.7761785, -81.597879)",payment,0,0,0,0,0,0,0,1
855fde11-40ab-41b5-8196-6c916c017dd6,hcollins,3412.415049,21:21.4,"(-80.6120775, 123.589961)",payment,0,1,1,0,0,0,1,1
c7163f4b-b7ba-4008-a40b-6a9cd35d4351,angela72,3264.986343,19:48.2,"(69.868227, -18.79544)",payment,0,0,0,0,0,0,0,1
6b640d8d-b02a-496c-956a-0e199bd7ee66,paul64,2000.173738,33:21.6,"(-46.7228775, 31.505399)",payment,0,0,0,0,0,0,0,1
6eb07198-b399-44b0-9500-5946a6fa2300,mitchellpeggy,4017.463274,26:14.8,"(-21.797399, 6.391638)",payment,0,0,0,0,0,0,0,1
82fa9383-88ee-4b05-a912-6956fa65b0e2,phillipsalicia,3023.564563,05:18.7,"(-85.422455, 97.030524)",payment,0,0,0,0,0,0,0,1
7f16667b-c262-418e-8545-1892c9fbbde9,efoster,5037.479199,35:56.1,"(64.661223, 153.547979)",payment,0,0,0,0,0,0,0,1
bedab21d-bfd2-43c9-b4bc-3b86850ba85a,dawn97,2018.792592,44:50.9,"(86.8722175, -33.40562)",payment,0,0,0,0,0,0,0,1
427a89e7-906c-4dc5-862b-191c060bb139,martinezbrittany,2917.562588,40:29.7,"(8.571414, 178.326526)",payment,0,0,0,0,0,0,0,1
ef65620a-9bae-42e8-88a4-7c1b98546cfb,lisarussell,8383.371834,35:16.6,"(-27.9374815, 34.004837)",payment,0,0,0,0,0,0,0,1
6a2ade6d-b7ec-42ae-924a-7b8cb130cae8,matthew64,7141.72834,33:15.7,"(83.546147, -172.895478)",payment,0,0,0,0,0,0,0,1
851e870d-d9cf-4c17-9fb6-688409e2cc08,lgregory,6505.667354,39:57.7,"(7.977126, -48.144221)",payment,0,0,0,0,0,0,0,1
e411e498-2177-47a0-bb72-860ae16291fa,renee59,4147.362689,46:11.1,"(-11.452561, 24.52334)",payment,0,0,0,0,0,0,0,1
2e489eab-6d20-4b7e-b3c9-aa595d3884b1,nsanchez,3950.160987,11:42.7,"(18.01021, 13.927864)",payment,0,0,0,0,0,0,0,1
a856dc6c-d94d-44f3-b241-f231e7e7d86f,juan97,1804.738193,15:10.0,"(14.2182345, 143.486531)",payment,0,0,0,0,0,0,0,1
f740d473-e699-4e64-887d-231c38ee7a8c,robin62,5471.620644,18:31.9,"(-64.519547, -137.717722)",payment,0,0,0,0,0,0,0,1
325fe6c7-46d3-4fd3-9f17-6034a5e76f68,beckerdaniel,2818.14938,27:33.7,"(37.4368775, 163.800352)",payment,0,0,0,0,0,0,0,1
b8b0394b-513e-4432-b12e-eabd56524184,daviskenneth,13194.13153,56:55.7,"(-48.077449, -61.790369)",payment,1,0,0,3,2,4,1,1
21f5248c-cd72-476b-9934-5208887444d9,christophermay,1989.053724,17:49.0,"(69.621721, -68.505454)",payment,0,0,0,0,0,0,0,1
dbf0b5d2-bf31-43f0-a7c6-5ffdad9d8f59,danielcrawford,870.5687844,46:00.7,"(-2.495477, 81.501264)",payment,0,0,0,0,0,0,0,1
2bf368a5-e689-4212-b55e-91bfc0dc9998,hgoodman,3151.628634,47:27.2,"(33.529146, -165.383116)",payment,0,0,0,0,0,0,0,1
1763c309-af8e-40a1-83d3-baa226926c96,ihernandez,4792.630122,46:55.9,"(3.3386365, 4.424267)",payment,0,0,0,0,0,0,0,1
401d22e3-e390-47d2-903d-e110af170cfc,jacobsongary,2159.731735,00:58.5,"(-20.7099075, 115.783497)",payment,0,0,0,0,0,0,0,1
f94a33ee-1bf8-489f-b133-05424ad86159,rogersrichard,4587.051123,36:50.8,"(68.179783, -19.770893)",payment,0,0,0,0,0,0,0,1
a0287698-ed18-4f11-98c7-0ca1da46fab7,bcole,7828.950255,59:05.0,"(-7.086858, 129.688728)",payment,1,0,0,4,2,4,1,1
dcbf315f-2176-4310-819e-8570126dfe3a,clarkdaniel,1599.31959,02:47.1,"(-13.774422, -79.101118)",payment,0,0,0,0,0,0,0,1
f283dd2f-e9a6-43c2-8de4-a1e58002b551,salazarchristopher,3974.855167,06:46.3,"(5.289485, 41.12448)",payment,0,0,0,0,0,0,0,1
53b1671e-44ff-4d74-8fb9-c6cc4f51447c,floresjeremy,5889.08211,07:18.6,"(-12.3504155, 159.825136)",payment,0,0,0,0,0,0,0,1
453dcffb-2c7e-486f-bb05-05b82746a0e2,clarkeheather,2412.855296,57:20.4,"(83.851412, 111.202891)",payment,0,0,0,0,0,0,0,1
6b50a8bf-f13e-4c17-ad6a-3fa9ff95cc90,nicholassnyder,5110.742378,07:20.8,"(80.6491955, -170.441435)",payment,0,0,0,0,0,0,0,1
948c67cc-0c65-432e-87d8-98605710c755,brettchandler,7177.649327,52:57.1,"(89.0081565, 177.355372)",payment,0,0,0,0,0,0,0,1
5038f18f-7ca2-4141-b9a5-6fa40296ba23,forddana,2939.312481,23:06.1,"(-34.7496685, 44.231413)",payment,0,0,0,0,0,0,0,1
8bf3d19d-3937-43d5-9717-b5be6000e927,brendapearson,4223.266945,54:23.1,"(30.238791, 44.005013)",payment,0,0,0,0,0,0,0,1
52f33e37-825d-4f9b-bd63-7eece096e758,catherine50,1485.840709,18:52.4,"(86.002433, -4.475341)",payment,0,0,0,0,0,0,0,1
9837d708-2b5a-44cb-89f4-c0268064c8af,reedmadison,4408.179833,30:20.1,"(0.6279315, 52.381396)",payment,0,0,0,0,0,0,0,1
dbf8aeea-7b71-4312-abbe-9bb5db94f83d,fmurray,4036.868861,39:38.5,"(75.870706, 72.613542)",payment,0,0,0,0,0,0,0,1
cea7d0cc-0d00-4a12-b176-83a980344960,kenneth05,3105.193577,17:13.5,"(-70.4544915, -161.292127)",payment,0,0,0,0,0,0,0,1
4804ecf3-40dd-4f23-875c-3175ebe2603c,jamiegonzalez,4113.379045,45:07.1,"(57.044787, 4.344761)",payment,0,0,0,0,0,0,0,1
42c70c94-72bf-45e4-bebf-2a48e1326616,kburns,834.4006816,42:54.5,"(-25.1145635, 168.694043)",payment,0,0,0,0,0,0,0,1
d154800a-23a8-4384-8e7f-d1b3c3006bd2,julianfinley,8061.19087,42:20.7,"(-80.6981565, 55.15432)",payment,0,0,0,0,0,0,0,1
de54c8a9-4bfb-42e0-973e-b64dece128eb,sheila86,37482.59826,03:40.1,"(-85.158965, 46.209209)",payment,0,0,0,0,0,0,1,-1
4a2e49ce-143a-4149-8018-4dca3bbb443c,kgeorge,2639.002388,30:22.9,"(-17.7198615, 131.737674)",payment,0,0,0,0,0,0,0,1
33f89d03-c4d0-4c50-ad5d-8bd08d63e26e,thoward,1669.71226,00:12.4,"(-2.5275115, -157.655788)",payment,0,0,0,0,0,0,0,1
eac65499-9af8-4dd0-abc7-1e7da84864c7,adriangallegos,2309.139282,38:05.7,"(-4.5722765, -111.7202)",payment,0,0,0,0,0,0,0,1
0ab7fd8b-e1c2-48cc-81d9-c4847b541117,williamsraymond,4070.989398,19:48.6,"(-62.168574, -133.396429)",collection_request,0,0,0,0,0,0,1,1
35dbb710-6781-4f19-ad55-d2b9022647b6,wadedustin,18330.25676,54:28.2,"(68.457279, 139.796467)",payment,1,0,0,4,3,3,1,1
bcc4dc67-f236-42a1-8c29-02d8582de788,jessicabennett,5858.574454,16:41.4,"(6.5375515, 169.170079)",payment,0,0,0,0,0,0,0,1
74f8a7e9-1e23-42e4-9648-e4f56e81e638,justin71,2177.739648,35:08.3,"(-18.037394, 46.782496)",payment,0,0,0,0,0,0,0,1
a8b60383-85f2-4ddc-8328-5288aed93785,xabbott,3207.1231,45:32.2,"(54.7255145, -15.17467)",payment,1,1,1,0,0,0,1,1
ac1d81ac-7455-4a59-8650-0b235569ef9a,laura68,3282.302712,29:05.1,"(40.7989505, -46.173612)",payment,0,0,0,0,0,0,0,1
42782bd8-05ac-4d1b-941b-02e6938fe89f,ncollins,5981.080224,49:28.0,"(-44.7475525, 67.909206)",payment,0,0,0,0,0,0,0,1
797b519f-28b0-4688-a791-9def89c7f2ee,kevin26,2411.231633,28:36.9,"(-60.173874, 123.221228)",payment,0,0,0,0,0,0,0,1
e28d0a69-3d06-48fe-b01e-dca9baaaa95f,wmurphy,7470.46908,36:38.7,"(-30.614531, -29.930901)",payment,0,0,0,0,0,0,0,1
1b0bc52c-d47f-4b03-9855-d8f318ff2b16,fcopeland,2632.4668,26:44.5,"(73.2260135, 159.871415)",payment,0,0,0,0,0,0,0,1
5d0a196f-1c48-403a-a1e9-dd7b79405961,changpatrick,1786.212834,09:22.8,"(1.0903585, 154.089732)",payment,0,0,0,0,0,0,0,1
5b68100f-cb6e-4e6d-bb0b-345ebb6709d9,johnrodriguez,1330.322203,09:41.3,"(39.7630885, -175.170888)",payment,0,0,0,0,0,0,0,1
03baa586-8027-4b20-8797-c28391cfd4dc,hollandglenn,3514.948894,29:13.9,"(-70.5566215, 47.538116)",payment,0,0,0,0,0,0,0,1
699fe114-2910-41ab-a942-0b666187d619,michael16,3002.586176,25:07.2,"(-4.268984, 94.019242)",payment,0,0,0,0,0,0,0,1
7db2c02b-341e-4b42-9729-4a8369fb249e,pbishop,6592.679277,51:17.9,"(52.2176035, 154.962991)",payment,0,0,0,0,0,0,0,1
aeb5a387-99da-4b8f-a5ff-286977e8c7e3,millerchristopher,4535.24165,29:55.6,"(-61.9672085, -74.981097)",payment,0,0,0,0,0,0,0,1
83b3234a-9d76-4241-8c1a-53a6e4fdb926,sarahlewis,2729.737565,40:40.6,"(-63.886572, -28.595276)",payment,0,0,0,0,0,0,0,1
5d781375-a908-421e-abbb-69c16818a341,nixonmichael,24931.58237,06:06.6,"(-13.428787, -48.794045)",payment,0,0,0,0,0,0,1,1
8e8fe53d-c1c9-4db3-8966-eb1221a914b8,bgarcia,2375.463543,24:07.6,"(28.194642, -63.413377)",payment,0,0,0,0,0,0,0,1
dbbfcba3-49db-4f69-b438-0dca3dd30e84,jhoward,6553.262408,40:36.5,"(46.5873075, -136.418476)",payment,0,0,0,0,0,0,0,1
36be796f-2205-4b68-bb55-5b78483a7a1b,fhernandez,1005.129401,54:43.9,"(81.071468, 79.396175)",payment,0,0,0,0,0,0,0,1
5d1a7ff5-3b88-4b47-ac7f-f9f69a0aa0b5,kimlaura,2663.62679,55:14.4,"(-23.685948, 3.995153)",payment,0,0,0,0,0,0,0,1
dedc56e1-a6dc-4858-8099-827bd7ee02aa,hillbrittany,4179.22631,00:13.0,"(-44.855929, -115.429675)",payment,0,0,0,0,0,0,0,1
8577316e-0902-4a98-910e-391b3a25a29b,lopezmichelle,1608.944774,52:03.3,"(14.919055, 99.404221)",payment,0,0,0,0,0,0,0,1
d1b43fdf-7468-4f88-9f19-4d3c3dd91b7d,matthewanderson,3157.061291,49:22.1,"(15.522533, 75.441838)",payment,0,0,0,0,0,0,0,1
ddc53c1a-bc52-423a-990b-85a28eb2fd99,stewartronald,2288.400253,53:48.0,"(9.986333, 79.001832)",payment,0,0,0,0,0,0,0,1
56aa32cf-1b3d-4975-a149-37db19af27c6,barbara09,5992.23957,58:03.9,"(-12.7705695, 150.382454)",payment,0,0,0,0,0,0,0,1
31762689-e242-41f1-a9cc-0ec83ed6cd9a,james89,2642.886448,36:52.2,"(-23.018082, -60.73524)",payment,0,0,0,0,0,0,0,1
07afbf3c-c2f0-4464-a23f-b3991efa2fd1,burnsjason,3598.418158,49:36.3,"(4.165999, 101.12042)",payment,0,0,0,0,0,0,0,1
6ee5a8ac-6744-46fd-b287-0293a7f0850b,davidwilliams,5745.217699,00:17.4,"(-14.545362, -84.362353)",payment,0,0,0,0,0,0,0,1
e1912662-bf6f-441d-8a21-cb9040a40b1c,fmckinney,3307.993518,42:09.3,"(24.358712, -93.104019)",payment,0,0,0,0,0,0,0,1
f4f38a18-a25c-49ba-b37b-3773f76d304e,mejiadaniel,20247.67826,01:54.9,"(56.85017, -144.177977)",payment,0,0,0,0,0,0,1,1
ba03cef6-6336-4c8b-b53d-d03d132de6dc,gcummings,1780.313546,37:41.7,"(14.1839965, -94.849403)",payment,0,0,0,0,0,0,0,1
3a95c99e-1138-46bc-821e-eaccf3b8a5ff,welchcharles,4796.158306,32:33.5,"(26.746562, -38.722956)",payment,0,0,0,0,0,0,0,1
02edcb4a-dda9-48a1-8722-a93c39aab96a,garciapatrick,3870.885454,29:18.3,"(78.4273325, 174.228231)",payment,0,0,0,0,0,0,0,1
2bcda5a7-1a4a-4674-b3b7-f0b969a72ebf,xjackson,3931.828795,57:57.4,"(-8.025902, -158.3681)",payment,0,0,0,0,0,0,0,1
5b020810-917e-471b-acbf-ad47cd3ee789,klang,2870.882943,48:34.1,"(-48.103873, -70.241798)",payment,0,0,0,0,0,0,0,1
7f18acf7-d1ec-44c9-bc9c-744df39b5042,joyce74,3288.674482,24:22.8,"(19.50574, 24.936721)",payment,0,0,0,0,0,0,0,1
c77e0023-8ad2-44d7-bee1-5088af987174,johnlowe,3472.746928,40:05.7,"(89.2192865, 16.839547)",payment,0,0,0,0,0,0,0,1
e593d56c-dcc5-4b0f-8feb-972696025b41,morrisdiana,2089.334061,42:35.3,"(-31.764237, -126.907461)",payment,0,0,0,0,0,0,0,1
3201a44c-2da3-4b1d-9909-73f0e5189e2a,scott42,4472.283733,07:40.4,"(14.0326795, 171.130652)",payment,0,0,0,0,0,0,0,1
13e50efa-8e20-40e3-b9ea-41eb945d4f12,michael37,4488.541747,05:59.3,"(34.305044, 57.692571)",payment,0,0,0,0,0,0,0,1
ea044666-e152-48a4-9388-5fef154b179b,javierdunn,3043.809478,07:53.6,"(20.738011, -0.431315)",payment,0,0,0,0,0,0,0,1
c98362cf-75cd-44ce-9f7f-3cc00f8c7a30,jennifer44,8386.035876,17:23.4,"(-37.155129, 77.778922)",collection_request,0,0,0,0,0,0,1,1
40b65b1a-6daf-486b-8e25-758e705140b1,gmarshall,49146.97023,44:04.6,"(49.5169695, 86.991916)",payment,0,0,0,0,0,0,1,-1
3acc4545-c437-497f-a621-a6fd5697c8b6,jacob86,1808.296897,53:54.4,"(58.1639805, -168.537264)",payment,0,0,0,0,0,0,0,1
a190cca2-7766-49f8-aadc-2da76e31cd0b,gcarr,3747.230502,04:48.3,"(58.316257, 48.402177)",payment,0,0,0,0,0,0,0,1
b2e54fdb-7eee-425b-acbb-4d28e93580bf,joseph97,4204.0259,16:08.0,"(-72.086754, -43.128214)",payment,0,0,0,0,0,0,0,1
a067fd4c-57bc-4142-9834-97726c40ec29,ryancharles,2481.748241,38:43.5,"(75.320297, -129.224062)",payment,0,0,0,0,0,0,0,1
04e0fe69-dca1-4957-98e0-b360700817dc,zramsey,2330.496903,59:45.2,"(-2.7916235, 118.460801)",payment,0,0,0,0,0,0,0,1
13a9e253-c255-49f7-af37-492556f233a1,crystal52,3278.749113,58:17.5,"(-76.187049, -171.715492)",payment,0,0,0,0,0,0,0,1
b0c6d470-6842-4376-982b-d8d4892874ef,jennifer88,1545.002156,48:44.4,"(-64.6037755, 131.872502)",payment,0,0,0,0,0,0,0,1
564cfa73-f1b5-47cc-a3d3-d64d6b420221,christopher09,3439.776655,46:51.0,"(-12.2097165, 179.764512)",payment,1,1,1,0,0,0,1,1
80368450-673a-4f25-bc76-cb30fd5ff45e,cstephens,6260.210796,27:30.0,"(10.5739765, 110.665408)",payment,0,0,0,0,0,0,0,1
db99839c-ab95-4008-8871-becd2a56421a,jeremydavis,2672.367476,14:09.8,"(32.31016, -28.208314)",payment,0,0,0,0,0,0,0,1
1a5ba069-c73b-47ef-86e3-5e575305b527,ruben74,2181.448589,49:46.8,"(9.478576, -117.771784)",payment,0,0,0,0,0,0,0,1
1b36fde5-e648-4dd3-8235-0f195899df74,millersara,1596.120039,34:35.3,"(72.019572, -152.961406)",payment,0,0,0,0,0,0,0,1
9a1d63b5-a79f-4023-bcbd-d67b9dfd273f,henrymichele,7311.199606,55:06.2,"(-77.919593, 160.488839)",collection_request,0,0,0,0,0,0,1,1
8577edf0-edb6-4280-b716-b9373e411641,williamsongary,692.2921256,46:33.7,"(-55.039473, -53.531916)",payment,0,0,0,0,0,0,0,1
33652490-eaea-4283-bece-f08c023f7dfd,aliciaarias,2403.724747,44:52.9,"(-58.2059025, 131.537674)",payment,0,0,0,0,0,0,0,1
17df618b-9b16-49fd-8ea7-5b65a91810bb,ijames,3038.664013,36:39.8,"(52.3163695, 118.275535)",payment,0,0,0,0,0,0,0,1
